# ------------------------------------------------------
# Last Update: re-verified by Valminder Jan 10, 2012.
# ------------------------------------------------------
# ---------------------------------------------------
# Last Update: modified by Valminder August 8, 2006.
# ---------------------------------------------------
#
# Runes, Signs, and Scrawlings
#
# This table produces random writings found on walls in dungeons, caves, and
# other places where adventurers are likely to be looking. Some of them might
# be clues, some are deliberately misleading, some are just the ravings of
# hapless adventurers driven beyond sanity.
#
# Converted from TableMaster Copyright 1995 by Wintertree Software
#
# Modified / Verified by Valminder, Jan 2004.
#   I linked this table to "DUN Door.tab".
#   I modified from "Door Too" by Lawrence H. Cormier 1996
# Modified by Valminder, Nov 2005.
#   Removed header from [Start]
#   Added link to:
#      The Oracle.Start 
# Modified by Valminder, Jan 2006.
#   Added link to: Ethics.Generate
# Modified by Valminder, August 2006.
#   Added link to: Notable Event Names.tab
#

# Declare Variables
%Temp%,0
%TempNumber%,0
%Chance%,0
%Count%,0

:Start
1,{Status~by Valminder and Larry Cormier}There [Generate]<br><br>

;GenerateDoor
20,, on the door, [WordsDoor] scrawled [WritingInstruments] [Graffiti].<br>It is written in [Chanceof]{If~%Chance%<75? contemporary/ancient} [~Miscellaneous.Language].
1,, on the door, a riddle written [WritingInstruments].<br>It is written in [Chanceof]{If~%Chance%<75? contemporary/ancient} [~Miscellaneous.Language].<br> {Generate~0,Click to generate the riddle,PrintRiddle}

;Generate
20,[Words], on [Place], scrawled [WritingInstruments] [Graffiti].<br>It is written in [Chanceof]{If~%Chance%<75? contemporary/ancient} [~Miscellaneous.Language].
1,is, on the [Place], a riddle written [WritingInstruments].<br>It is written in [Chanceof]{If~%Chance%<75? contemporary/ancient} [~Miscellaneous.Language].<br> {Generate~0,Click to generate the riddle,PrintRiddle}

;GenerateSpecial
20,[Graffiti].<br>It is written in ancient [~Miscellaneous.Language].
1,that give a riddle in ancient [~Miscellaneous.Language].<br> {Generate~0,Click to generate the riddle,PrintRiddle}

:Chanceof
1,|Chance={Dice~1d100}|

:PrintRiddle
1,<br><i>[Riddles.Start]</i>

# --------------------------------------------------------------------------

;Place
6,the wall
3,the floor
1,the ceiling
1,a piece of furniture

;Words
1,are runes
1,are words
1,is a message
1,is a grafitti
1,are writings
1,is a note

;WordsDoor
1,runes
1,words
1,a message
1,a grafitti
1,writings
1,a note

;WritingInstruments
1,in blood
10,in black ink
1,in white chalk
1,in soot
3,in [~Miscellaneous.Color] ink
2,in [~Miscellaneous.Color] paint
1,in [~Miscellaneous.Color] chalk
1,in mud
1,with a burnt-out torch stump
1,with a burnt-out torch stump dipped [WritingInstruments={Dice~1d20}]
1,with a brush dipped [WritingInstruments={Dice~1d20}]
1,with a finger dipped [WritingInstruments={Dice~1d20}]
1,with a [Chanceof]{If~%Chance%<75? knife blade/steel spike}
1,in [Chanceof]{If~%Chance%<85? charcoal/smeared ashes}
1,in glowing [~Miscellaneous.Color] letters

# -------------------------------------------------------------------------

;Graffiti
5,that says: "Beware [Warnings]."
1,that says: "Death stalks the bowels of the dragon."
1,that says: "[~NamesBranch] was here."
1,that says: "The [~Miscellaneous.Color] Mage cometh. He seeks the path of despair and reaps tears."
1,that shows an arrow pointing to the [Sides] and proclaiming "This way."
1,that says: "Death is neigh. If ye should find this, pray tell [~NamesBranch] that ..." The rest of the message was [Chanceof]{If~%Chance%<90? obliterated/never completed}.
1,that says:"Seek not thy fortune here. [Chanceof]{If~%Chance%<75? [~NamesBranch]/Death awaits.}"
2,that says: "[~NamesBranch]."
1,that says: "[~NamesBranch] was here."
1,that says: "[~NamesBranch], meet me downstairs. <i>[~NamesBranch]</i>."
1,that says: "[~NamesBranch], meet me outside. <i>[~NamesBranch]</i>."
1,that says: "[~NamesBranch], meet me upstairs. <i>[~NamesBranch]</i>."
1,that says: "[~NamesBranch], take care. [~NamesBranch] is a traitor."
1,that says: "Armory."
5,that says "Beware of the [Chanceof]{If~%Chance%<80? .../ [Adjective] [Noun]!}"
1,that says: "Beware of the trap."
1,that says: "Danger."
1,that says: "Do not enter."
1,that says: "Entrance."
1,that says: "Exit."
1,that says: "None shall pass."
1,that says: "Password: [~NamesBranch]."
1,that says: "Restricted area."
1,that says: "Room <b>{Dice~1d1000}</b>."
1,that says: "Smithy."
1,that says: "This door is trapped."
1,that says: "Turn around."
1,that says: "The treasure is above."
1,that says: "The treasure is below."
1,that says: "The [~Miscellaneous.Metal] leads the way."
5,that says: "[Chanceof]{If~%Chance%<50? [Way] -->/<-- [Way]}"
5,that says: "{Cap~[Mad_Ravings]}"
5,that says: "{Cap~[Instructions]}"
1,that shows {AorAn~[Arrow]} arrow pointing [Direction]
1,that shows {AorAn~[Arrow]} X
5,that says: "[~The Oracle.Start]"
5,that says: "[~ADV Instant Adventure Namer.Generate]"
5,that says: "[~Ethics.Generate]"
5,that says: "[~Notable Event Names.Generate]"

;Adjective
10,[~Miscellaneous.Color]
1,ugly
1,big
1,little
1,monstrous
1,silent
1,itching
1,wiggling
1,slithering
1,crawling
1,unspeakable
1,horrible
1,ancient
1,nameless
8,[Compass]
1,dreaming
1,pretty
1,noisy
1,nice
1,happy
1,funny

;Arrow
2,large
5,normal
2,small
1,crooked

;Article
1,the
1,any

;Class
