# Culture: Indian,
;Start
1,[Male] [Surname]
1,[Female] [Surname]


;Male
1,Amrit
1,Ashok
1,Chand
1,Dinesh
1,Gobind
1,Harinder
1,Jagdish
1,Johar
1,Kurien
1,Lakshman
1,Madhav
1,Mahinder
1,Mohal
1,Narinder
1,Nikhil
1,Omrao
1,Prasad
1,Pratap
1,Ranjit
1,Sanjay
1,Shankar
1,Thakur
1,Vijay
1,Vipul
1,Yash




;Female
1,Amala
1,Asha
1,Chandra
1,Devika
1,Esha
1,Gita
1,Indira
1,Indrani
1,Jaya
1,Jayanti
1,Kiri
1,Lalita
1,Malati
1,Mira
1,Mohana
1,Neela
1,Nita
1,Rajani
1,Sarala
1,Sarika
1,Sheela
1,Sunita
1,Trishna
1,Usha
1,Vasanta




;Surname
1,Achari
1,Banerjee
1,Bhatnagar
1,Bose
1,Chauhan
1,Chopra
1,Das
1,Dutta
1,Gupta
1,Johar
1,Kapoor
1,Mahajan
1,Malhotra
1,Mehra
1,Nehru
1,Patil
1,Rao
1,Saxena
1,Shah
1,Sharma
1,Singh
1,Trivedi
1,Venkatesan
1,Verma
1,Yadav




;Place
1,Ahmedabad
1,Jaisalmer
1,Alipurduar
1,Jharonda
1,Alubari
1,Kadambur
1,Anjanadri
1,Kalasipalyam
1,Ankleshwar
1,Karnataka
1,Balarika
1,Kutchuhery
1,Bhanuja
1,Lalgola
1,Bhilwada
1,Mainaguri
1,Brahmaghosa
1,Nainital
1,Bulandshahar
1,Nandidurg
1,Candrama
1,Narayanadri
1,Chalisgaon
1,Panipat
1,Chandragiri
1,Panjagutta
1,Charbagh
1,Pathankot
1,Chayanka
1,Pathardih
1,Chittorgarh
1,Porbandar
1,Dayabasti
1,Rajasthan
1,Dikpala
1,Renigunta
1,Ekanga
1,Sewagram
1,Gandhidham
1,Shakurbasti
1,Gollaprolu
1,Siliguri
1,Grahisa
1,Sonepat
1,Guwahati
1,Teliwara
1,Haridasva
1,Tinpahar
1,Indraprastha
1,Villivakkam


