# Culture: Latin,
;Start
1,[Male] [Surname]
1,[Female] [Surname]


;Male
1,Agrippa
1,Appius
1,Aulus
1,Caeso
1,Decimus
1,Faustus
1,Gaius
1,Gnaeus
1,Hostus
1,Lucius
1,Mamercus
1,Manius
1,Marcus
1,Mettius
1,Nonus
1,Numerius
1,Opiter
1,Paulus
1,Proculus
1,Publius
1,Quintus
1,Servius
1,Tiberius
1,Titus
1,Volescus




;Female
1,Appia
1,Aula
1,Caesula
1,Decima
1,Fausta
1,Gaia
1,Gnaea
1,Hosta
1,Lucia
1,Maio
1,Marcia
1,Maxima
1,Mettia
1,Nona
1,Numeria
1,Octavia
1,Postuma
1,Prima
1,Procula
1,Septima
1,Servia
1,Tertia
1,Tiberia
1,Titia
1,Vibia




;Surname
1,Antius
1,Aurius
1,Barbatius
1,Calidius
1,Cornelius
1,Decius
1,Fabius
1,Flavius
1,Galerius
1,Horatius
1,Julius
1,Juventius
1,Licinius
1,Marius
1,Minicius
1,Nerius
1,Octavius
1,Pompeius
1,Quinctius
1,Rutilius
1,Sextius
1,Titius
1,Ulpius
1,Valerius
1,Vitellius




;Place
1,Abilia
1,Lucus
1,Alsium
1,Lugdunum
1,Aquileia
1,Mediolanum
1,Argentoratum
1,Novaesium
1,Ascrivium
1,Patavium
1,Asculum
1,Pistoria
1,Attalia
1,Pompeii
1,Barium
1,Raurica
1,Batavorum
1,Rigomagus
1,Belum
1,Roma
1,Bobbium
1,Salernum
1,Brigantium
1,Salona
1,Burgodunum
1,Segovia
1,Camulodunum
1,Sirmium
1,Clausentum
1,Spalatum
1,Corduba
1,Tarraco
1,Coriovallum
1,Treverorum
1,Durucobrivis
1,Verulamium
1,Eboracum
1,Vesontio
1,Emona
1,Vetera
1,Florentia
1,Vindelicorum
1,Lactodurum
1,Vindobona
1,Lentia
1,Vinovia
1,Lindum
1,Viroconium
1,Londinium
1,Volubilis


